projectIdentifier,programArea,programFy,disasterNumber,propertyPartOfProject,propertyAction,structureType,typeOfResidency,foundationType,county,city,state,stateNumberCode,region,zip,damageCategory,actualAmountPaid,numberOfProperties,id
PDMC-PJ-09-CA-2007-045,PDM,2007,,1,Other (Specify in Comments),Non-residential - Public,,,Los Angeles,LOS ANGELES,California,6,9,90042,N/A,,1,70fe0909-5750-49d9-b1e4-64bc0e714b51
PDMC-PJ-09-CA-2007-008,PDM,2007,,1,Other (Specify in Comments),Other (Specify in Comments),Not Applicable,Other (Specify in Comments),Los Angeles,BEVERLY HILLS,California,6,9,90210,0 - 49%,,1,9a6ffe02-d78e-4c44-b4a7-a67e4bcf641e
PDMC-PJ-09-CA-2007-004,PDM,2007,,1,Seismic Retrofit,Non-residential - Private,Other,Slab on Grade,Orange,MISSION VIEJO,California,6,9,92691,N/A,,1,0c41a348-0f3e-4136-8336-3bf99b54f020
PDMC-PJ-09-CA-2007-001,PDM,2007,,1,Seismic Retrofit,Non-residential - Private,Other,Slab on Grade,Orange,ORANGE,California,6,9,92862,N/A,,1,6c48b486-5a86-44a5-b668-1371105d6f07
PDMC-PJ-09-CA-2007-002,PDM,2007,,1,Seismic Retrofit,Non-residential - Private,Other,Slab on Grade,Orange,ORANGE,California,6,9,92868,N/A,,1,ecd30581-df96-48b2-b716-66df365a0755
PDMC-PJ-09-CA-2007-003,PDM,2007,,1,Seismic Retrofit,Non-residential - Private,Other,Slab on Grade,Orange,ORANGE,California,6,9,92868,N/A,,1,4850708c-aa30-4e12-a326-7fdf942d1e33
PDMC-PJ-09-CA-2007-020,PDM,2007,,1,Seismic Retrofit,Non-residential - Public,Not Applicable,Basement,San Bernardino,ONTARIO,California,6,9,91764,N/A,,1,adaa305e-5275-4e72-a3d8-a7deecffd85b
PDMC-PJ-09-CA-2007-034,PDM,2007,,1,Seismic Retrofit,Non-residential - Public,Not Applicable,Slab on Grade,Alameda,ALBANY,California,6,9,94706,100%,,1,8c1defd4-20a3-498c-b96d-e7ed999998ae
PDMC-PJ-09-CA-2007-005,PDM,2007,,1,Seismic Retrofit,Non-residential - Public,Not Applicable,Slab on Grade,Los Angeles,LOS ANGELES,California,6,9,90047,0 - 49%,,1,53fe1cd9-114a-47a4-8656-6d4fe874b031
PDMC-PJ-09-CA-2007-014,PDM,2007,,1,Seismic Retrofit,Non-residential - Public,Not Applicable,Slab on Grade,Napa,CALISTOGA,California,6,9,94515,N/A,,1,cad75ed6-8672-42b1-9d13-398c0fd14ee5
PDMC-PJ-09-CA-2007-027,PDM,2007,,1,Seismic Retrofit,Non-residential - Public,Not Applicable,Slab on Grade,Santa Barbara,SANTA BARBARA,California,6,9,93101,N/A,,1,eafabf01-e7c8-4632-b42d-143d935a1a42
PDMC-PJ-09-CA-2007-009,PDM,2007,,1,Seismic Retrofit,Non-residential - Public,Rental,"Elevated on Piers, Piles, Posts or Columns",San Bernardino,REDLANDS,California,6,9,92373,0 - 49%,,1,457d6d66-11f9-499d-87a0-58ac2f1a716a
PDMC-PJ-09-CA-2007-043,PDM,2007,,1,Seismic Retrofit,Non-residential - Public,,Basement,Los Angeles,LOS ANGELES,California,6,9,20026,0 - 49%,,1,9185a61b-253a-428d-87c6-6fc3fe053cd8
PDMC-PJ-09-CA-2007-035,PDM,2007,,1,Seismic Retrofit,Other (Specify in Comments),Not Applicable,Basement,Alpine,MARKLEEVILLE,California,6,9,96120,N/A,,1,b655ca52-4a52-4339-ac97-47abb5cee3c9
PDMC-PJ-09-CA-2007-040,PDM,2007,,1,Seismic Retrofit,Other (Specify in Comments),Other,Slab on Grade,Los Angeles,BURBANK,California,6,9,91504,0 - 49%,,1,2713936a-f627-47ce-bea9-26f9e3652e31
PDMC-PJ-09-CA-2007-019,PDM,2007,,1,Seismic Retrofit,Other (Specify in Comments),,Other (Specify in Comments),Orange,YORBA LINDA,California,6,9,92886,50 - 99%,,1,bbca584e-a347-4593-8d18-920bad4fc40a
PDMC-PJ-09-CA-2007-042,PDM,2007,,1,Seismic Retrofit,Other (Specify in Comments),,Slab on Grade,Los Angeles,BURBANK,California,6,9,91504,0 - 49%,,1,14833641-2eee-4429-a52d-f989cc21cb25
PDMC-PJ-08-CO-2007-005,PDM,2007,,1,Acquisition of Vacant Land,Vacant Land,,Vacant Land,Clear Creek,SILVER PLUME,Colorado,8,8,80476,N/A,,1,4575f97c-0f59-4ccb-9499-ac6d536d24bf
PDMC-PJ-08-CO-2007-005,PDM,2007,,1,Other (Specify in Comments),Other (Specify in Comments),Not Applicable,Vacant Land,Clear Creek,GEORGETOWN,Colorado,8,8,80444,N/A,,2,a32ae9ba-cb70-4e8c-ab52-e20d55e3af57
PDMC-PJ-08-CO-2007-005,PDM,2007,,1,Other (Specify in Comments),Other (Specify in Comments),Other,Vacant Land,Clear Creek,GEORGETOWN,Colorado,8,8,80444,N/A,,1,cdbb5aca-5ace-4543-8066-8652b07ecc2b
PDMC-PJ-08-CO-2007-005,PDM,2007,,1,Other (Specify in Comments),Other (Specify in Comments),,Vacant Land,Clear Creek,GEORGETOWN,Colorado,8,8,80444,N/A,,8,a4611026-d169-4601-bf64-d32a082ea5f5
PDMC-PJ-08-CO-2007-005,PDM,2007,,1,Other (Specify in Comments),Other (Specify in Comments),,,Clear Creek,GEORGETOWN,Colorado,8,8,80444,N/A,,1,2fec4b6b-bb60-42e3-99a4-90c66ed9abd4
PDMC-PJ-08-CO-2007-006,PDM,2007,,1,Other (Specify in Comments),Other (Specify in Comments),,,Denver,DENVER,Colorado,8,8,80204,0 - 49%,,68,1e0bfea3-dba7-4b59-99b9-9fece3d73bd5
PDMC-PJ-08-CO-2007-005,PDM,2007,,1,Other (Specify in Comments),Vacant Land,,Vacant Land,Clear Creek,GEORGETOWN,Colorado,8,8,80444,N/A,,8,e2cdfcd3-76d7-401f-bc72-dcdd458343ee
PDMC-PJ-08-CO-2007-005,PDM,2007,,1,Other (Specify in Comments),Vacant Land,,Vacant Land,Clear Creek,SILVER PLUME,Colorado,8,8,80476,N/A,,3,2f26b269-4889-4c4f-a709-0264cbbcdf0f
PDMC-PJ-08-CO-2007-002,PDM,2007,,1,Safe Room/Wind Shelter,Vacant Land,,,Washington,AKRON,Colorado,8,8,80720,0 - 49%,,1,1dd1bff7-9489-49c6-a291-adc55710d935
PDMC-PJ-08-CO-2007-003,PDM,2007,,1,Wildfire Retrofit,Non-residential - Public,Not Applicable,Vacant Land,El Paso,COLORADO SPRINGS,Colorado,8,8,80906,N/A,,1,eab68979-67f2-4243-9ecf-a5d9090402ea
PDMC-PJ-08-CO-2007-003,PDM,2007,,1,Wildfire Retrofit,Vacant Land,Not Applicable,Vacant Land,El Paso,COLORADO SPRINGS,Colorado,8,8,80901,N/A,,1,b838ace5-96a5-4f53-82d0-e7388bc480aa
PDMC-PJ-08-CO-2007-003,PDM,2007,,1,Wildfire Retrofit,Vacant Land,Not Applicable,Vacant Land,El Paso,COLORADO SPRINGS,Colorado,8,8,80904,N/A,,1,c7276769-a0ab-42fa-bebb-8c08586393e4
PDMC-PJ-08-CO-2007-003,PDM,2007,,1,Wildfire Retrofit,Vacant Land,Not Applicable,Vacant Land,El Paso,COLORADO SPRINGS,Colorado,8,8,80906,N/A,,5,0b73a631-c038-405b-ab3b-1584aaed6d04
PDMC-PJ-08-CO-2007-003,PDM,2007,,1,Wildfire Retrofit,Vacant Land,Not Applicable,Vacant Land,El Paso,COLORADO SPRINGS,Colorado,8,8,80919,N/A,,2,2ba6bf58-dae9-405e-91b5-9c0797e82f32
PDMC-PJ-08-CO-2007-003,PDM,2007,,1,Wildfire Retrofit,Vacant Land,Not Applicable,Vacant Land,El Paso,COLORADO SPRINGS,Colorado,8,8,80936,N/A,,1,b58bcb76-9c11-42b3-a304-c7be55626c46
PDMC-PJ-08-CO-2007-003,PDM,2007,,1,Wildfire Retrofit,Vacant Land,Not Applicable,Vacant Land,El Paso,COLORADO SPRINGS ,Colorado,8,8,80919,N/A,,1,19fa79fc-9539-4d1c-a960-4022ab6ac063
PDMC-PJ-01-CT-2007-002,PDM,2007,,1,Elevation,Other (Specify in Comments),Not Applicable,Other (Specify in Comments),Hartford,SIMSBURY,Connecticut,9,1,06089,50 - 99%,,1,286d9430-055f-4460-81f3-9a1a06ce675b
PDMC-PJ-03-DE-2007-001,PDM,2007,,1,Floodproofed,Non-residential - Public,Not Applicable,Basement,New Castle,NEWARK,Delaware,10,3,19718,0 - 49%,,2,aeebaab5-aa4b-4007-a87b-c7618a21abd5
PDMC-PJ-04-FL-2007-021,PDM,2007,,1,Acquisition of Vacant Land,Vacant Land,Not Applicable,Vacant Land,Volusia,DEBARY,Florida,12,4,32713,N/A,,1,1c73577d-ab8c-4abe-8d22-1be4a09a85a6
PDMC-PJ-04-FL-2007-021,PDM,2007,,1,Acquisition of Vacant Land,Vacant Land,,,Orange,ORLANDO,Florida,12,4,32805,N/A,,1,e46dd519-ecd1-4e3b-87ec-f2eddaa51ec1
PDMC-PJ-04-FL-2007-004,PDM,2007,,1,Floodproofed,Other (Specify in Comments),,,Broward,CORAL SPRINGS,Florida,12,4,33065,50 - 99%,,1,0c48eaef-275e-4eb5-8943-3a2c6cbe1df4
PDMC-PJ-04-FL-2007-003,PDM,2007,,1,Other (Specify in Comments),Other (Specify in Comments),Not Applicable,,Hernando,RIDGE MANOR,Florida,12,4,33523,100%,,1,e268f491-e4f8-48a7-a377-21773d645ef7
PDMC-PJ-04-FL-2007-002,PDM,2007,,1,Wind Retrofit,Non-residential - Private,Not Applicable,Crawl Space,Dade,MIAMI BEACH,Florida,12,4,33140,N/A,,1,aa1777ee-87a4-442c-bed4-b1b3811cac80
PDMC-PJ-04-FL-2007-001,PDM,2007,,1,Wind Retrofit,Non-residential - Private,Not Applicable,Crawl Space,DeSoto,MIAMI BEACH,Florida,12,4,33140,N/A,,1,b01e0e5d-b49f-44ee-9984-7075c4ada0b6
PDMC-PJ-04-FL-2007-009,PDM,2007,,1,Wind Retrofit,Non-residential - Private,Not Applicable,Slab on Grade,Miami-Dade,MIAMI,Florida,12,4,33155,N/A,,1,035482b8-7781-40e3-b69e-5982143e123d
PDMC-PJ-04-FL-2007-010,PDM,2007,,1,Wind Retrofit,Non-residential - Private,Not Applicable,Slab on Grade,Miami-Dade,MIAMI,Florida,12,4,33155,N/A,,1,80091f32-6b4b-4280-80ee-917f8bba5a62
PDMC-PJ-04-FL-2007-011,PDM,2007,,1,Wind Retrofit,Non-residential - Private,Not Applicable,Slab on Grade,Miami-Dade,MIAMI,Florida,12,4,33155,N/A,,1,ccd6a675-344d-4c59-b571-4d1cdf4a0e0b
PDMC-PJ-04-FL-2007-012,PDM,2007,,1,Wind Retrofit,Non-residential - Private,Not Applicable,Slab on Grade,Miami-Dade,MIAMI,Florida,12,4,33155,N/A,,1,735131d6-0fb5-488c-9f13-9ed999d3d546
PDMC-PJ-04-FL-2007-013,PDM,2007,,1,Wind Retrofit,Non-residential - Private,Not Applicable,Slab on Grade,Miami-Dade,MIAMI,Florida,12,4,33155,N/A,,1,322b8a90-444d-47da-adaf-4c214d336805
PDMC-PJ-04-FL-2007-005,PDM,2007,,1,Wind Retrofit,Non-residential - Public,Not Applicable,"Elevated on Piers, Piles, Posts or Columns",Broward,CORAL SPRINGS,Florida,12,4,33065,0 - 49%,,1,f399c82d-2d3b-4cf1-8d7b-e15f143503d3
PDMC-PJ-04-FL-2007-007,PDM,2007,,1,Wind Retrofit,Non-residential - Public,Not Applicable,Slab on Grade,Broward,FORT LAUDERDALE,Florida,12,4,33304,0 - 49%,,3,a7ab995c-adf0-47f1-b2ae-1de2e7fed633
PDMC-PJ-04-FL-2007-006,PDM,2007,,1,Wind Retrofit,Non-residential - Public,Not Applicable,Slab on Grade,Broward,FORT LAUDERDALE,Florida,12,4,33311,0 - 49%,,1,1eb94aff-d003-4010-a349-6d75c04195f9
PDMC-PJ-04-FL-2007-008,PDM,2007,,1,Wind Retrofit,Non-residential - Public,Not Applicable,Slab on Grade,Broward,FORT LAUDERDALE,Florida,12,4,33312,0 - 49%,,1,aeb69f4c-9ffc-42a3-9236-16d46cbf02c6
PDMC-PJ-04-FL-2007-020,PDM,2007,,1,Wind Retrofit,Non-residential - Public,Not Applicable,Slab on Grade,Hernando,BROOKSVILLE,Florida,12,4,34601,N/A,,1,02fc1ecd-73e5-4670-9e4c-525897aeddbf
PDMC-PJ-04-FL-2007-015,PDM,2007,,1,Wind Retrofit,Non-residential - Public,Not Applicable,Slab on Grade,Miami-Dade,MIAMI,Florida,12,4,33130,0 - 49%,,1,e8187ad2-8b49-4c0c-97dc-0c079530f510
PDMC-PJ-04-FL-2007-006,PDM,2007,,1,Wind Retrofit,Non-residential - Public,Not Applicable,Slab on Grade,Union,FORT LAUDERDALE,Florida,12,4,33311,0 - 49%,,3,69e8903e-d128-411d-b884-fba64508e7c3
PDMC-PJ-04-FL-2007-017,PDM,2007,,1,Wind Retrofit,Non-residential - Public,,Slab on Grade,Monroe,MARATHON,Florida,12,4,33050,0 - 49%,,1,a43ec8ed-7355-4432-91cc-35b4ee2c6256
PDMC-PJ-04-GA-2007-008,PDM,2007,,1,Acquisition/Demolition,Non-residential - Public,Not Applicable,Slab on Grade,Chatham,SAVANNAH,Georgia,13,4,31406,0 - 49%,,1,0be10102-2c6c-463d-bdef-0e4027278acb
PDMC-PJ-04-GA-2007-004,PDM,2007,,1,Acquisition/Demolition,Single Family,Owner Occupied-Principal Residence,Crawl Space,DeKalb,ATLANTA,Georgia,13,4,30319,0 - 49%,,1,fed8d6b0-9522-4066-b748-4e8ba6559606
PDMC-PJ-04-GA-2007-004,PDM,2007,,1,Acquisition/Demolition,Single Family,Owner Occupied-Principal Residence,Crawl Space,DeKalb,ATLANTA,Georgia,13,4,30345,0 - 49%,,1,c5d1e283-6877-4d2b-9d5b-2fdaab00e64f
PDMC-PJ-04-GA-2007-005,PDM,2007,,1,Acquisition/Demolition,Single Family,Owner Occupied-Principal Residence,Crawl Space,DeKalb,DECATUR,Georgia,13,4,30033,0 - 49%,,10,dc3812d5-cf7d-4484-8226-c3e35db5e7e3
PDMC-PJ-04-GA-2007-006,PDM,2007,,1,Acquisition/Demolition,Single Family,Owner Occupied-Principal Residence,Crawl Space,DeKalb,DECATUR,Georgia,13,4,30034,0 - 49%,,1,d2360687-37b9-4068-a4ae-4b92b886fef0
PDMC-PJ-04-GA-2007-003,PDM,2007,,1,Acquisition/Demolition,Single Family,Owner Occupied-Principal Residence,Crawl Space,Douglas,LITHIA SPRINGS,Georgia,13,4,30122,0 - 49%,,1,5b283232-855a-4c46-8fc4-6b6ffcaf6a67
PDMC-PJ-04-GA-2007-001,PDM,2007,,1,Acquisition/Demolition,Single Family,Owner Occupied-Principal Residence,Other (Specify in Comments),DeKalb,DECATUR,Georgia,13,4,30030,0 - 49%,,1,980c8650-082a-494d-9daa-92830eaf0d5d
PDMC-PJ-04-GA-2007-002,PDM,2007,,1,Acquisition/Demolition,Single Family,Owner Occupied-Principal Residence,Slab on Grade,Chatham,SAVANNAH,Georgia,13,4,31404,0 - 49%,,2,7b3a61c7-1175-4a66-8fde-a90e3bb077fa
PDMC-PJ-04-GA-2007-002,PDM,2007,,1,Acquisition/Demolition,Single Family,Owner Occupied-Principal Residence,Slab on Grade,Chatham,SAVANNAH,Georgia,13,4,31406,0 - 49%,,1,6b788e13-a9ef-4ec8-9662-c6236bb81981
PDMC-PJ-04-GA-2007-006,PDM,2007,,1,Acquisition/Demolition,Single Family,Owner Occupied-Principal Residence,Slab on Grade,DeKalb,ATLANTA,Georgia,13,4,30032,0 - 49%,,1,f43fe4b9-a815-4628-8776-15a9b164eadf
PDMC-PJ-04-GA-2007-006,PDM,2007,,1,Acquisition/Demolition,Single Family,Owner Occupied-Principal Residence,Slab on Grade,DeKalb,ATLANTA,Georgia,13,4,30316,0 - 49%,,1,9fd80fb0-21b7-4614-8656-fb3c61ab35fd
PDMC-PJ-04-GA-2007-004,PDM,2007,,1,Acquisition/Demolition,Single Family,Owner Occupied-Principal Residence,Slab on Grade,DeKalb,ATLANTA,Georgia,13,4,30319,0 - 49%,,2,f6487af0-7142-49f7-a1f5-04da38ccc59d
PDMC-PJ-04-GA-2007-004,PDM,2007,,1,Acquisition/Demolition,Single Family,Owner Occupied-Principal Residence,Slab on Grade,DeKalb,ATLANTA,Georgia,13,4,30345,0 - 49%,,1,d9eae3e8-a7d9-4c50-ace6-c7e62e792033
PDMC-PJ-04-GA-2007-004,PDM,2007,,1,Acquisition/Demolition,Single Family,Owner Occupied-Principal Residence,Slab on Grade,DeKalb,CHAMBLEE,Georgia,13,4,30341,0 - 49%,,3,197f8f8d-1cdb-4bb2-a480-d858e7927b8f
PDMC-PJ-04-GA-2007-001,PDM,2007,,1,Acquisition/Demolition,Single Family,Owner Occupied-Principal Residence,Slab on Grade,DeKalb,DECATUR,Georgia,13,4,30030,0 - 49%,,3,bc9b70ea-40f9-4448-a050-3c8e638fc3eb
PDMC-PJ-04-GA-2007-003,PDM,2007,,1,Acquisition/Demolition,Single Family,Owner Occupied-Principal Residence,Slab on Grade,Douglas,DOUGLASVILLE,Georgia,13,4,30134,0 - 49%,,2,a49e72f6-423a-4f9b-bb48-e8ccb9bceb19
PDMC-PJ-04-GA-2007-003,PDM,2007,,1,Acquisition/Demolition,Single Family,Owner Occupied-Principal Residence,Slab on Grade,Douglas,LITHIA SPRINGS,Georgia,13,4,30122,0 - 49%,,2,421faf44-57ee-483e-9837-8f4440d9ae90
PDMC-PJ-04-GA-2007-003,PDM,2007,,1,Acquisition/Demolition,Single Family,Rental,Basement,Douglas,DOUGLASVILLE,Georgia,13,4,30134,0 - 49%,,1,d5fff2c0-cb39-480f-b322-e32d473b46a0
PDMC-PJ-04-GA-2007-006,PDM,2007,,1,Acquisition/Demolition,Single Family,Rental,Crawl Space,DeKalb,DECATUR,Georgia,13,4,30032,0 - 49%,,1,fed67c98-b56b-4423-b6f9-b8171538d41e
PDMC-PJ-04-GA-2007-005,PDM,2007,,1,Acquisition/Demolition,Single Family,Rental,Crawl Space,DeKalb,DECATUR,Georgia,13,4,30033,0 - 49%,,2,398e88d0-3fc1-4043-a44a-057ee4fbd5ba
PDMC-PJ-04-GA-2007-006,PDM,2007,,1,Acquisition/Demolition,Single Family,Rental,Crawl Space,DeKalb,DECAUR,Georgia,13,4,30032,0 - 49%,,1,fe974ec9-904e-45fe-97a2-fd39b23ddd6a
PDMC-PJ-04-GA-2007-002,PDM,2007,,1,Acquisition/Demolition,Single Family,Rental,Slab on Grade,Chatham,SAVANNAH,Georgia,13,4,31340,0 - 49%,,1,1dded0a3-e51e-4943-a898-389e8f789c9e
PDMC-PJ-04-GA-2007-004,PDM,2007,,1,Acquisition/Demolition,Single Family,Rental,Slab on Grade,DeKalb,ATLANTA,Georgia,13,4,30341,0 - 49%,,1,6afae07f-ce44-4f3b-b1b7-26ec6a87b698
PDMC-PJ-04-GA-2007-002,PDM,2007,,1,Acquisition/Demolition,Single Family,,Slab on Grade,Chatham,SAVANNAH,Georgia,13,4,31406,0 - 49%,,1,124b9a58-3a9b-47dd-b935-e333af0336f8
PDMC-PJ-04-GA-2007-004,PDM,2007,,1,Acquisition/Demolition,Single Family,,Slab on Grade,DeKalb,ATLANTA,Georgia,13,4,30341,0 - 49%,,1,b7aab777-930c-49df-bad3-ce84770a66cd
PDMC-PJ-04-GA-2007-007,PDM,2007,,1,Other (Specify in Comments),Vacant Land,Owner Occupied-Principal Residence,,Fayette,PEACHTREE CITY,Georgia,13,4,30269,0 - 49%,,1,009f627c-867d-4ef4-b397-04b980ff6640
PDMC-PJ-05-IL-2007-002,PDM,2007,,1,Acquisition/Demolition,Single Family,Owner Occupied-Principal Residence,Slab on Grade,Kane,SOUTH ELGIN,Illinois,17,5,60177,N/A,,1,127e72f3-92b2-421f-b0b2-8123820807d0
PDMC-PJ-05-IL-2007-001,PDM,2007,,1,Elevation,Non-residential - Private,Not Applicable,"Elevated on Piers, Piles, Posts or Columns",Cook,DES PLAINES,Illinois,17,5,60016,N/A,,1,bdc450a3-3da6-465d-8372-43b0ee236625
PDMC-PJ-05-IL-2007-001,PDM,2007,,1,Elevation,Single Family,Owner Occupied- Secondary Residence,"Elevated on Piers, Piles, Posts or Columns",Cook,DES PLAINES,Illinois,17,5,60016,N/A,,12,cd6a7553-b188-4306-b808-ef7b5a84ce66
PDMC-PJ-05-IL-2007-002,PDM,2007,,1,Elevation,Single Family,Owner Occupied-Principal Residence,Crawl Space,Kane,EAST DUNDEE,Illinois,17,5,60118,N/A,,1,be59a7e8-bcb7-4903-bcfc-cf68b5097955
PDMC-PJ-05-IL-2007-002,PDM,2007,,1,Elevation,Single Family,Owner Occupied-Principal Residence,Crawl Space,Kane,SOUTH ELGIN,Illinois,17,5,60177,N/A,,2,c27de375-0587-4878-b60e-759c1e43b1bb
PDMC-PJ-05-IL-2007-002,PDM,2007,,1,Elevation,Single Family,Owner Occupied-Principal Residence,Crawl Space,Kane,ST CHARLES,Illinois,17,5,60174,N/A,,2,02fcec85-0c77-4f8c-a0e3-4c1ecdcd0c63
PDMC-PJ-05-IL-2007-001,PDM,2007,,1,Elevation,Single Family,Owner Occupied-Principal Residence,"Elevated on Piers, Piles, Posts or Columns",Cook,DES PLAINES,Illinois,17,5,60016,N/A,,1,f8866ba8-abb2-4285-9868-a1f693b870a8
PDMC-PJ-05-IN-2007-003,PDM,2007,,1,Acquisition/Demolition,Single Family,Owner Occupied-Principal Residence,Crawl Space,Howard,KOKOMO,Indiana,18,5,46902,50 - 99%,,1,6a530a0c-b1ae-4c31-b332-0c8cdebddc9d
PDMC-PJ-05-IN-2007-001,PDM,2007,,1,Safe Room/Wind Shelter,Non-residential - Public,Not Applicable,Slab on Grade,Spencer,CHRISNEY,Indiana,18,5,47611,100%,,1,c4e9f245-322e-4f80-88da-8431c8250635
PDMC-PJ-05-IN-2007-001,PDM,2007,,1,Safe Room/Wind Shelter,Non-residential - Public,Not Applicable,Slab on Grade,Spencer,CHRISNEY,Indiana,18,5,47611,N/A,,1,8e128677-3857-45fd-8c2f-72f07377d048
PDMC-PJ-05-IN-2007-007,PDM,2007,,1,Safe Room/Wind Shelter,Non-residential - Public,Not Applicable,Slab on Grade,Vanderburgh,EVANSVILLE,Indiana,18,5,47710,N/A,,1,6504fad9-19b6-4273-b82b-216dd4a458d2
PDMC-PJ-05-IN-2007-007,PDM,2007,,1,Safe Room/Wind Shelter,Non-residential - Public,Not Applicable,Slab on Grade,Vanderburgh,EVANSVILLE,Indiana,18,5,47712,N/A,,2,2b0fce27-2dc9-4e5b-a5b4-51e814dca4e4
PDMC-PJ-05-IN-2007-007,PDM,2007,,1,Safe Room/Wind Shelter,Non-residential - Public,Not Applicable,Slab on Grade,Vanderburgh,EVANSVILLE,Indiana,18,5,47715,N/A,,1,fa0a8eed-fdd2-40aa-8503-9d9277af8a6d
PDMC-PJ-05-IN-2007-002,PDM,2007,,1,Safe Room/Wind Shelter,Other (Specify in Comments),Not Applicable,Other (Specify in Comments),Spencer,SANTA CLAUS,Indiana,18,5,47579,N/A,,1,f113156d-f603-4a0c-8671-cf425182d1a5
PDMC-PJ-05-IN-2007-006,PDM,2007,,1,Safe Room/Wind Shelter,Other (Specify in Comments),Not Applicable,Slab on Grade,Vanderburgh,EVANSVILLE,Indiana,18,5,47715,N/A,,1,9138b7ca-7195-4255-ac85-3e7581387e6c
PDMC-PJ-07-IA-2007-063,PDM,2007,,1,Elevation,Other (Specify in Comments),Not Applicable,"Elevated on Piers, Piles, Posts or Columns",Boone,BOONE,Iowa,19,7,50036,50 - 99%,,1,c3c24008-4769-48c8-8cb8-33928cf7a79d
PDMC-PJ-07-IA-2007-063,PDM,2007,,1,Elevation,Vacant Land,,,Boone,BOONE,Iowa,19,7,50036,50 - 99%,,1,8687518b-7d84-49d5-9d33-0382bca87e6e
PDMC-PJ-07-IA-2007-001,PDM,2007,,1,Safe Room/Wind Shelter,Non-residential - Public,Not Applicable,Basement,Benton,VINTON,Iowa,19,7,52349,N/A,,1,ceed1a12-bff2-4482-a9f8-d4c93ec8e4cb
PDMC-PJ-07-IA-2007-023,PDM,2007,,1,Safe Room/Wind Shelter,Non-residential - Public,Not Applicable,Slab on Grade,Franklin,HAMPTON,Iowa,19,7,50441,N/A,,1,3de4ce04-29b2-4979-84aa-72ad36c22aaf
PDMC-PJ-07-IA-2007-060,PDM,2007,,1,Safe Room/Wind Shelter,Vacant Land,Not Applicable,Vacant Land,Hancock,BRITT,Iowa,19,7,50423,N/A,,1,8458e754-ff02-4e56-abc0-3166ae30c1c7
PDMC-PJ-07-IA-2007-061,PDM,2007,,1,Safe Room/Wind Shelter,Vacant Land,Not Applicable,Vacant Land,Worth,NORTHWOOD,Iowa,19,7,50459,N/A,,1,3ea4d397-86dc-4352-be3c-bd79b9d7218e
PDMC-PJ-07-IA-2007-002,PDM,2007,,1,Safe Room/Wind Shelter,Vacant Land,Not Applicable,,Cerro Gordo,MASON CITY,Iowa,19,7,50401,N/A,,1,40d30b0a-c0b6-4737-8d7b-d25d72547a91
PDMC-PJ-04-KY-2007-008,PDM,2007,,1,Acquisition/Demolition,Single Family,Owner Occupied-Principal Residence,Basement,Hardin,ELIZABETHTOWN,Kentucky,21,4,42701,100%,,1,edf1538a-d3f2-41b3-91e1-145dab05282b
PDMC-PJ-04-KY-2007-005,PDM,2007,,1,Acquisition/Demolition,Single Family,Owner Occupied-Principal Residence,Crawl Space,Jefferson,LOUISVILLE,Kentucky,21,4,40211,0 - 49%,,1,04a1f108-8814-429f-bdf2-c27f64a5a839
PDMC-PJ-04-KY-2007-007,PDM,2007,,1,Acquisition/Demolition,Single Family,Owner Occupied-Principal Residence,Crawl Space,McCracken,PADUCAH,Kentucky,21,4,42003,0 - 49%,,2,38b79579-aae6-435b-aca9-56404ae4da98
PDMC-PJ-04-KY-2007-010,PDM,2007,,1,Other (Specify in Comments),Other (Specify in Comments),,,Estill,IRVINE,Kentucky,21,4,40336,N/A,,1,7fa174c9-963b-4aea-9306-87ce224cd4cd
PDMC-PJ-04-KY-2007-003,PDM,2007,,1,Other (Specify in Comments),Vacant Land,,,Fayette,LEXINGTON,Kentucky,21,4,40511,N/A,,1,b01494fb-5607-4bae-bd59-e80a20637364
PDMC-PJ-04-KY-2007-001,PDM,2007,,1,Safe Room/Wind Shelter,Non-residential - Public,Not Applicable,Slab on Grade,Rowan,MOREHEAD,Kentucky,21,4,40341,N/A,,1,aaeabd89-1fd8-49f8-b3fc-c204d0ad12f0
PDMC-PJ-04-KY-2007-001,PDM,2007,,1,Safe Room/Wind Shelter,Non-residential - Public,Not Applicable,Slab on Grade,Rowan,MOREHEAD,Kentucky,21,4,40351,N/A,,5,f3737ac7-5efc-4e14-999a-246a74490eda
PDMC-PJ-04-KY-2007-001,PDM,2007,,1,Safe Room/Wind Shelter,Non-residential - Public,,Slab on Grade,Rowan,MOREHEAD,Kentucky,21,4,40351,N/A,,2,eaa29858-9d7e-4d5f-ba45-421090180c88
PDMC-PJ-04-KY-2007-009,PDM,2007,,1,Safe Room/Wind Shelter,Other (Specify in Comments),,,Bourbon,PARIS,Kentucky,21,4,40361,N/A,,1,25f9b9e2-bf8f-4d23-a728-94a5f547872e
PDMC-PJ-04-KY-2007-009,PDM,2007,,1,Safe Room/Wind Shelter,Other (Specify in Comments),,,Bourbon,PARIS ,Kentucky,21,4,40361,N/A,,1,84f10884-7bde-45aa-a332-a498512b8027
PDMC-PJ-04-KY-2007-006,PDM,2007,,1,Safe Room/Wind Shelter,Vacant Land,,,Lincoln,HUSTONVILLE,Kentucky,21,4,40484,N/A,,1,3f92fcb4-ceba-488b-87d3-c12bae0defde
