state,county,damageCategory,structureType,typeOfResidency,foundationType,actualAmountPaid,numberOfProperties,propertyAction,propertyPartOfProject,programFy,date_approved_proxy,totalMitigationCost
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),3633.0,1,Wind Retrofit,1.0,2006,2006-09-30,3633.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),3634.0,1,Wind Retrofit,1.0,2006,2006-09-30,3634.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),3694.0,1,Wind Retrofit,1.0,2006,2006-09-30,3694.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),3699.0,1,Wind Retrofit,1.0,2006,2006-09-30,3699.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),3705.0,1,Wind Retrofit,1.0,2006,2006-09-30,3705.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),3716.0,1,Wind Retrofit,1.0,2006,2006-09-30,3716.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),3727.0,1,Wind Retrofit,1.0,2006,2006-09-30,3727.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),3728.0,1,Wind Retrofit,1.0,2006,2006-09-30,3728.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),3755.0,1,Wind Retrofit,1.0,2006,2006-09-30,3755.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),3776.0,1,Wind Retrofit,1.0,2006,2006-09-30,3776.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),3807.0,1,Wind Retrofit,1.0,2006,2006-09-30,3807.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),3837.0,1,Wind Retrofit,1.0,2006,2006-09-30,3837.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),3845.0,1,Wind Retrofit,1.0,2006,2006-09-30,3845.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),3859.0,1,Wind Retrofit,1.0,2006,2006-09-30,3859.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),3882.0,1,Wind Retrofit,1.0,2006,2006-09-30,3882.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),3892.0,1,Wind Retrofit,1.0,2006,2006-09-30,3892.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),3949.0,1,Wind Retrofit,1.0,2006,2006-09-30,3949.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),3973.0,1,Wind Retrofit,1.0,2006,2006-09-30,3973.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),3992.0,1,Wind Retrofit,1.0,2006,2006-09-30,3992.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),4037.0,1,Wind Retrofit,1.0,2006,2006-09-30,4037.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),4054.0,1,Wind Retrofit,1.0,2006,2006-09-30,4054.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),4060.0,1,Wind Retrofit,1.0,2006,2006-09-30,4060.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),4075.0,1,Wind Retrofit,1.0,2006,2006-09-30,4075.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),4093.0,1,Wind Retrofit,1.0,2006,2006-09-30,4093.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),4160.0,1,Wind Retrofit,1.0,2006,2006-09-30,4160.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),4181.0,1,Wind Retrofit,1.0,2006,2006-09-30,4181.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),4220.0,1,Wind Retrofit,1.0,2006,2006-09-30,4220.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),4277.0,1,Wind Retrofit,1.0,2006,2006-09-30,4277.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),4286.0,1,Wind Retrofit,1.0,2006,2006-09-30,4286.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),4289.0,1,Wind Retrofit,1.0,2006,2006-09-30,4289.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),4290.0,1,Wind Retrofit,1.0,2006,2006-09-30,4290.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),4299.0,1,Wind Retrofit,1.0,2006,2006-09-30,4299.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),4319.0,1,Wind Retrofit,1.0,2006,2006-09-30,4319.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),4364.0,1,Wind Retrofit,1.0,2006,2006-09-30,4364.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),4371.0,1,Wind Retrofit,1.0,2006,2006-09-30,4371.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),4413.0,1,Wind Retrofit,1.0,2006,2006-09-30,4413.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),4442.0,1,Wind Retrofit,1.0,2006,2006-09-30,4442.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),4467.0,1,Wind Retrofit,1.0,2006,2006-09-30,4467.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),4477.0,1,Wind Retrofit,1.0,2006,2006-09-30,4477.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),4492.0,1,Wind Retrofit,1.0,2006,2006-09-30,4492.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),4505.0,1,Wind Retrofit,1.0,2006,2006-09-30,4505.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),4511.0,1,Wind Retrofit,1.0,2006,2006-09-30,4511.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),4539.0,1,Wind Retrofit,1.0,2006,2006-09-30,4539.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),4541.0,1,Wind Retrofit,1.0,2006,2006-09-30,4541.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),4570.0,1,Wind Retrofit,1.0,2006,2006-09-30,4570.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),4582.0,1,Wind Retrofit,1.0,2006,2006-09-30,4582.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),4595.0,2,Wind Retrofit,1.0,2006,2006-09-30,9190.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),4596.0,2,Wind Retrofit,1.0,2006,2006-09-30,9192.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),4635.0,1,Wind Retrofit,1.0,2006,2006-09-30,4635.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),4659.0,1,Wind Retrofit,1.0,2006,2006-09-30,4659.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),4674.0,1,Wind Retrofit,1.0,2006,2006-09-30,4674.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),4711.0,1,Wind Retrofit,1.0,2006,2006-09-30,4711.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),4716.0,1,Wind Retrofit,1.0,2006,2006-09-30,4716.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),4723.0,1,Wind Retrofit,1.0,2006,2006-09-30,4723.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),4744.0,1,Wind Retrofit,1.0,2006,2006-09-30,4744.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),4746.0,1,Wind Retrofit,1.0,2006,2006-09-30,4746.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),4754.0,1,Wind Retrofit,1.0,2006,2006-09-30,4754.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),4777.0,1,Wind Retrofit,1.0,2006,2006-09-30,4777.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),4781.0,1,Wind Retrofit,1.0,2006,2006-09-30,4781.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),4835.0,1,Wind Retrofit,1.0,2006,2006-09-30,4835.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),4856.0,1,Wind Retrofit,1.0,2006,2006-09-30,4856.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),4879.0,1,Wind Retrofit,1.0,2006,2006-09-30,4879.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),4904.0,1,Wind Retrofit,1.0,2006,2006-09-30,4904.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),4909.0,1,Wind Retrofit,1.0,2006,2006-09-30,4909.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),4937.0,1,Wind Retrofit,1.0,2006,2006-09-30,4937.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),4948.0,1,Wind Retrofit,1.0,2006,2006-09-30,4948.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),4959.0,1,Wind Retrofit,1.0,2006,2006-09-30,4959.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),4981.0,1,Wind Retrofit,1.0,2006,2006-09-30,4981.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),4989.0,1,Wind Retrofit,1.0,2006,2006-09-30,4989.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),4991.0,1,Wind Retrofit,1.0,2006,2006-09-30,4991.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),5013.0,1,Wind Retrofit,1.0,2006,2006-09-30,5013.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),5024.0,1,Wind Retrofit,1.0,2006,2006-09-30,5024.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),5051.0,1,Wind Retrofit,1.0,2006,2006-09-30,5051.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),5082.0,1,Wind Retrofit,1.0,2006,2006-09-30,5082.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),5110.0,1,Wind Retrofit,1.0,2006,2006-09-30,5110.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),5136.0,1,Wind Retrofit,1.0,2006,2006-09-30,5136.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),5137.0,1,Wind Retrofit,1.0,2006,2006-09-30,5137.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),5159.0,1,Wind Retrofit,1.0,2006,2006-09-30,5159.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),5227.0,1,Wind Retrofit,1.0,2006,2006-09-30,5227.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),5254.0,1,Wind Retrofit,1.0,2006,2006-09-30,5254.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),5287.0,1,Wind Retrofit,1.0,2006,2006-09-30,5287.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),5315.0,1,Wind Retrofit,1.0,2006,2006-09-30,5315.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),5363.0,1,Wind Retrofit,1.0,2006,2006-09-30,5363.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),5381.0,1,Wind Retrofit,1.0,2006,2006-09-30,5381.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),5423.0,1,Wind Retrofit,1.0,2006,2006-09-30,5423.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),5455.0,1,Wind Retrofit,1.0,2006,2006-09-30,5455.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),5460.0,1,Wind Retrofit,1.0,2006,2006-09-30,5460.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),5463.0,1,Wind Retrofit,1.0,2006,2006-09-30,5463.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),5504.0,1,Wind Retrofit,1.0,2006,2006-09-30,5504.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),5539.0,1,Wind Retrofit,1.0,2006,2006-09-30,5539.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),5545.0,1,Wind Retrofit,1.0,2006,2006-09-30,5545.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),5551.0,1,Wind Retrofit,1.0,2006,2006-09-30,5551.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),5570.0,1,Wind Retrofit,1.0,2006,2006-09-30,5570.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),5597.0,1,Wind Retrofit,1.0,2006,2006-09-30,5597.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),5612.0,1,Wind Retrofit,1.0,2006,2006-09-30,5612.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),5630.0,1,Wind Retrofit,1.0,2006,2006-09-30,5630.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),5639.0,1,Wind Retrofit,1.0,2006,2006-09-30,5639.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),5657.0,1,Wind Retrofit,1.0,2006,2006-09-30,5657.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),5661.0,1,Wind Retrofit,1.0,2006,2006-09-30,5661.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),5664.0,1,Wind Retrofit,1.0,2006,2006-09-30,5664.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),5672.0,1,Wind Retrofit,1.0,2006,2006-09-30,5672.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),5700.0,1,Wind Retrofit,1.0,2006,2006-09-30,5700.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),5714.0,1,Wind Retrofit,1.0,2006,2006-09-30,5714.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),5734.0,1,Wind Retrofit,1.0,2006,2006-09-30,5734.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),5736.0,1,Wind Retrofit,1.0,2006,2006-09-30,5736.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),5745.0,1,Wind Retrofit,1.0,2006,2006-09-30,5745.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),5746.0,1,Wind Retrofit,1.0,2006,2006-09-30,5746.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),5755.0,1,Wind Retrofit,1.0,2006,2006-09-30,5755.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),5786.0,1,Wind Retrofit,1.0,2006,2006-09-30,5786.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),5805.0,1,Wind Retrofit,1.0,2006,2006-09-30,5805.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),5828.0,1,Wind Retrofit,1.0,2006,2006-09-30,5828.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),5858.0,1,Wind Retrofit,1.0,2006,2006-09-30,5858.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),5859.0,1,Wind Retrofit,1.0,2006,2006-09-30,5859.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),5864.0,1,Wind Retrofit,1.0,2006,2006-09-30,5864.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),5868.0,1,Wind Retrofit,1.0,2006,2006-09-30,5868.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),5884.0,1,Wind Retrofit,1.0,2006,2006-09-30,5884.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),5891.0,1,Wind Retrofit,1.0,2006,2006-09-30,5891.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),5896.0,1,Wind Retrofit,1.0,2006,2006-09-30,5896.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),5905.0,1,Wind Retrofit,1.0,2006,2006-09-30,5905.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),5953.0,1,Wind Retrofit,1.0,2006,2006-09-30,5953.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),5986.0,1,Wind Retrofit,1.0,2006,2006-09-30,5986.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),5997.0,1,Wind Retrofit,1.0,2006,2006-09-30,5997.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6000.0,1,Wind Retrofit,1.0,2006,2006-09-30,6000.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6052.0,1,Wind Retrofit,1.0,2006,2006-09-30,6052.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6065.0,1,Wind Retrofit,1.0,2006,2006-09-30,6065.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6072.0,1,Wind Retrofit,1.0,2006,2006-09-30,6072.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6076.0,1,Wind Retrofit,1.0,2006,2006-09-30,6076.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6078.0,1,Wind Retrofit,1.0,2006,2006-09-30,6078.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6085.0,1,Wind Retrofit,1.0,2006,2006-09-30,6085.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6086.0,1,Wind Retrofit,1.0,2006,2006-09-30,6086.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6087.0,2,Wind Retrofit,1.0,2006,2006-09-30,12174.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6102.0,1,Wind Retrofit,1.0,2006,2006-09-30,6102.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6103.0,1,Wind Retrofit,1.0,2006,2006-09-30,6103.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6132.0,1,Wind Retrofit,1.0,2006,2006-09-30,6132.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6143.0,1,Wind Retrofit,1.0,2006,2006-09-30,6143.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6153.0,1,Wind Retrofit,1.0,2006,2006-09-30,6153.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6154.0,1,Wind Retrofit,1.0,2006,2006-09-30,6154.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6168.0,1,Wind Retrofit,1.0,2006,2006-09-30,6168.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6183.0,1,Wind Retrofit,1.0,2006,2006-09-30,6183.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6242.0,1,Wind Retrofit,1.0,2006,2006-09-30,6242.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6259.0,1,Wind Retrofit,1.0,2006,2006-09-30,6259.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6305.0,1,Wind Retrofit,1.0,2006,2006-09-30,6305.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6306.0,1,Wind Retrofit,1.0,2006,2006-09-30,6306.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6307.0,1,Wind Retrofit,1.0,2006,2006-09-30,6307.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6328.0,1,Wind Retrofit,1.0,2006,2006-09-30,6328.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6356.0,2,Wind Retrofit,1.0,2006,2006-09-30,12712.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6396.0,1,Wind Retrofit,1.0,2006,2006-09-30,6396.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6399.0,1,Wind Retrofit,1.0,2006,2006-09-30,6399.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6459.0,1,Wind Retrofit,1.0,2006,2006-09-30,6459.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6496.0,1,Wind Retrofit,1.0,2006,2006-09-30,6496.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6509.0,1,Wind Retrofit,1.0,2006,2006-09-30,6509.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6558.0,1,Wind Retrofit,1.0,2006,2006-09-30,6558.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6597.0,1,Wind Retrofit,1.0,2006,2006-09-30,6597.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6614.0,1,Wind Retrofit,1.0,2006,2006-09-30,6614.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6642.0,1,Wind Retrofit,1.0,2006,2006-09-30,6642.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6688.0,1,Wind Retrofit,1.0,2006,2006-09-30,6688.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6718.0,1,Wind Retrofit,1.0,2006,2006-09-30,6718.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6727.0,1,Wind Retrofit,1.0,2006,2006-09-30,6727.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6772.0,1,Wind Retrofit,1.0,2006,2006-09-30,6772.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6809.0,1,Wind Retrofit,1.0,2006,2006-09-30,6809.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6837.0,1,Wind Retrofit,1.0,2006,2006-09-30,6837.0
Florida,Escambia,Unknown,Single Family,Unknown,Other (Specify In Comments),6870.0,1,Wind Retrofit,1.0,2006,2006-09-30,6870.0
